ano,regiao,uf_sigla,municipio,categoria,nivel_atencao,numero_prof_padronizado
2013,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Terciária,12.675
2013,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Cirurgião Dentista,Secundária,3.05
2013,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,OUTROS/MÚLTIPLOS,3.4
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Nutricionista,Terciária,0.125
2015,Região Centro-Oeste,GO,Cristalina,Médico,OUTROS/MÚLTIPLOS,0.35
2015,Região Centro-Oeste,GO,Luziânia,Médico,Primária,33.75
2015,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Médico,Terciária,13.4
2022,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Prótese Dentária,Secundária,0.5
2020,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,OUTROS/MÚLTIPLOS,3.0
2020,Região Centro-Oeste,GO,Novo Gama,Nutricionista,Primária,1.5
2020,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico Veterinário,OUTROS/MÚLTIPLOS,1.5
2024,Região Centro-Oeste,GO,Novo Gama,Psicólogo,Primária,4.0
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,OUTROS/MÚLTIPLOS,1.35
2012,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,OUTROS/MÚLTIPLOS,5.0
2012,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Terciária,43.0
2012,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Secundária,3.375
2018,Região Centro-Oeste,GO,Luziânia,Biólogo,Secundária,0.25
2018,Região Centro-Oeste,GO,Novo Gama,Médico,Secundária,19.5
2018,Região Centro-Oeste,GO,Valparaíso de Goiás,Biomédico,OUTROS/MÚLTIPLOS,1.0
2018,Região Centro-Oeste,GO,Valparaíso de Goiás,Fisioterapeuta,Primária,0.75
2017,Região Centro-Oeste,GO,Cristalina,Enfermeiro,OUTROS/MÚLTIPLOS,8.9
2025,Região Centro-Oeste,GO,Luziânia,Biomédico,Secundária,11.375
2014,Região Centro-Oeste,GO,Águas Lindas de Goiás,Farmacêutico,OUTROS/MÚLTIPLOS,1.0
2014,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Terciária,0.25
2014,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Médico,Primária,21.05
2014,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Cirurgião Dentista,Secundária,2.85
2021,Região Centro-Oeste,GO,Cristalina,Biomédico,OUTROS/MÚLTIPLOS,3.75
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,OUTROS/MÚLTIPLOS,1.0
2019,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Terciária,13.75
2019,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Secundária,2.15
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Saúde Bucal,Primária,7.5
2026,Região Centro-Oeste,GO,Cristalina,Farmacêutico,Secundária,4.65
2026,Região Centro-Oeste,GO,Luziânia,Biomédico,Terciária,13.5
2026,Região Centro-Oeste,GO,Luziânia,Biólogo,Secundária,1.25
2026,Região Centro-Oeste,GO,Novo Gama,Psicólogo,Primária,5.25
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,Primária,94.25
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Radiologia e Imagenologia,Terciária,12.8
2023,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,10.6
2016,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Terciária,16.65
2016,Região Centro-Oeste,GO,Luziânia,Psicólogo,Secundária,9.75
2016,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,2.0
2010,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Terciária,8.1
2010,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Terciária,2.4
2010,Região Centro-Oeste,GO,Valparaíso de Goiás,Assistente Social,Primária,0.75
2013,Região Centro-Oeste,GO,Cristalina,Médico,Secundária,5.85
2013,Região Centro-Oeste,GO,Cristalina,Agente Comunitário de Saúde,Primária,98.0
2022,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,Terciária,17.2
2020,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Terciária,14.2
2020,Região Centro-Oeste,GO,Novo Gama,Cirurgião Dentista,Primária,12.0
2020,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Farmácia,Terciária,5.75
2020,Região Centro-Oeste,GO,Valparaíso de Goiás,Fonoaudiólogo,Terciária,1.5
2024,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Terciária,14.05
2024,Região Centro-Oeste,GO,Cidade Ocidental,Biomédico,Secundária,1.75
2024,Região Centro-Oeste,GO,Cristalina,Terapeuta Ocupacional,Primária,0.5
2024,Região Centro-Oeste,GO,Luziânia,Técnico em Radiologia e Imagenologia,Terciária,12.0
2024,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Farmacêutico,Terciária,1.45
2012,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,Terciária,6.45
2012,Região Centro-Oeste,GO,Novo Gama,Agente Comunitário de Saúde,Primária,77.0
2009,Região Centro-Oeste,GO,Cidade Ocidental,Técnico em Radiologia e Imagenologia,Terciária,1.5
2025,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Secundária,15.15
2025,Região Centro-Oeste,GO,Cidade Ocidental,Fonoaudiólogo,Secundária,1.0
2021,Região Centro-Oeste,GO,Águas Lindas de Goiás,Profissional de Educação Física,Primária,3.0
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Saúde Bucal,Secundária,2.9
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Secundária,5.55
2019,Região Centro-Oeste,GO,Cidade Ocidental,Técnico em Radiologia e Imagenologia,Secundária,0.75
2019,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Farmacêutico,Secundária,1.75
2019,Região Centro-Oeste,GO,Valparaíso de Goiás,Terapeuta Ocupacional,Secundária,0.5
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biomédico,Secundária,21.3
2026,Região Centro-Oeste,GO,Luziânia,Médico,Terciária,322.375
2026,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Cirurgião Dentista,Secundária,6.95
2023,Região Centro-Oeste,GO,Cristalina,Farmacêutico,Terciária,3.3
2023,Região Centro-Oeste,GO,Cristalina,Assistente Social,Secundária,1.0
2016,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,Primária,46.25
2010,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Saúde Bucal,Terciária,1.0
2010,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Biólogo,Secundária,0.5
2013,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,Secundária,5.75
2013,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Terciária,0.15
2008,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,OUTROS/MÚLTIPLOS,3.4
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,Secundária,0.375
2015,Região Centro-Oeste,GO,Cidade Ocidental,Cirurgião Dentista,Primária,6.0
2015,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,Terciária,8.9
2015,Região Centro-Oeste,GO,Valparaíso de Goiás,Assistente Social,Secundária,3.5
2022,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,Secundária,3.0
2022,Região Centro-Oeste,GO,Cristalina,Assistente Social,OUTROS/MÚLTIPLOS,0.8
2022,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,Secundária,108.25
2020,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,OUTROS/MÚLTIPLOS,1.0
2020,Região Centro-Oeste,GO,Luziânia,Médico,Secundária,62.775
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Biólogo,Secundária,2.3
2012,Região Centro-Oeste,GO,Luziânia,Assistente Social,OUTROS/MÚLTIPLOS,1.0
2012,Região Centro-Oeste,GO,Valparaíso de Goiás,Agente Comunitário de Saúde,Primária,208.0
2018,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,Primária,28.5
2018,Região Centro-Oeste,GO,Cristalina,Profissional de Educação Física,Primária,1.0
2018,Região Centro-Oeste,GO,Luziânia,Nutricionista,Secundária,3.25
2018,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,Secundária,2.0
2018,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,OUTROS/MÚLTIPLOS,0.9
2009,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Terciária,0.5
2009,Região Centro-Oeste,GO,Luziânia,Agente Comunitário de Saúde,Primária,100.0
2017,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,4.6
2017,Região Centro-Oeste,GO,Cristalina,Biomédico,Secundária,1.0
2025,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Primária,57.1
2025,Região Centro-Oeste,GO,Luziânia,Psicólogo,Primária,11.5
2025,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Assistente Social,Primária,1.75
2025,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Farmacêutico,OUTROS/MÚLTIPLOS,9.9
2014,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,Terciária,5.5
2021,Região Centro-Oeste,GO,Cidade Ocidental,Profissional de Educação Física,Primária,5.5
2021,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,Secundária,101.6
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Saúde Bucal,Secundária,1.0
2019,Região Centro-Oeste,GO,Cristalina,Assistente Social,Secundária,1.0
2019,Região Centro-Oeste,GO,Cristalina,Farmacêutico,Primária,1.0
2019,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,Secundária,12.25
2019,Região Centro-Oeste,GO,Novo Gama,Assistente Social,Secundária,0.5
2019,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,OUTROS/MÚLTIPLOS,2.0
2019,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,1.75
2019,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,Secundária,86.65
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Nutricionista,OUTROS/MÚLTIPLOS,1.75
2026,Região Centro-Oeste,GO,Cidade Ocidental,Fisioterapeuta,Secundária,5.35
2026,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Secundária,8.5
2026,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,Primária,37.0
2026,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Psicólogo,Secundária,3.95
2011,Região Centro-Oeste,GO,Luziânia,Enfermeiro,OUTROS/MÚLTIPLOS,1.5
2011,Região Centro-Oeste,GO,Novo Gama,Biólogo,Secundária,0.5
2023,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Terciária,0.5
2023,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Terciária,55.875
2023,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,Primária,147.0
2016,Região Centro-Oeste,GO,Águas Lindas de Goiás,Farmacêutico,OUTROS/MÚLTIPLOS,1.0
2016,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,Terciária,83.3
2016,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Assistente Social,Primária,1.0
2013,Região Centro-Oeste,GO,Cristalina,Biólogo,Terciária,1.0
2013,Região Centro-Oeste,GO,Luziânia,Médico,Secundária,21.9
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Nutricionista,Primária,3.0
2015,Região Centro-Oeste,GO,Luziânia,Assistente Social,OUTROS/MÚLTIPLOS,2.0
2015,Região Centro-Oeste,GO,Novo Gama,Médico,Secundária,2.55
2022,Região Centro-Oeste,GO,Cristalina,Biomédico,Terciária,0.2
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,OUTROS/MÚLTIPLOS,0.3
2020,Região Centro-Oeste,GO,Luziânia,Nutricionista,OUTROS/MÚLTIPLOS,0.75
2020,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,Secundária,4.0
2024,Região Centro-Oeste,GO,Cristalina,Médico,Secundária,30.95
2012,Região Centro-Oeste,GO,Cristalina,Agente Comunitário de Saúde,OUTROS/MÚLTIPLOS,1.0
2012,Região Centro-Oeste,GO,Luziânia,Nutricionista,Terciária,2.75
2012,Região Centro-Oeste,GO,Valparaíso de Goiás,Nutricionista,Primária,1.4
2012,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico Veterinário,OUTROS/MÚLTIPLOS,1.5
2018,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,Primária,5.0
2018,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Secundária,1.7
2017,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico em Radiologia e Imagenologia,Secundária,2.375
2017,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Saúde Bucal,Secundária,12.75
2017,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Farmácia,Secundária,2.1
2025,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fonoaudiólogo,Primária,4.25
2025,Região Centro-Oeste,GO,Novo Gama,Enfermeiro,Secundária,71.8
2021,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Saúde Bucal,Primária,20.75
2021,Região Centro-Oeste,GO,Valparaíso de Goiás,Nutricionista,Terciária,1.25
2026,Região Centro-Oeste,GO,Cidade Ocidental,Médico,Primária,46.1
2026,Região Centro-Oeste,GO,Cidade Ocidental,Técnico em Radiologia e Imagenologia,Terciária,4.7
2011,Região Centro-Oeste,GO,Cristalina,Psicólogo,Primária,0.5
2011,Região Centro-Oeste,GO,Luziânia,Psicólogo,Secundária,8.5
2011,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Primária,4.0
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Nutricionista,Terciária,2.0
2023,Região Centro-Oeste,GO,Cidade Ocidental,Médico,Primária,53.2
2016,Região Centro-Oeste,GO,Novo Gama,Assistente Social,Primária,1.0
2013,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,Primária,20.0
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,Primária,3.75
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Terciária,0.25
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Secundária,2.5
2015,Região Centro-Oeste,GO,Luziânia,Biomédico,Secundária,1.6
2015,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,OUTROS/MÚLTIPLOS,2.15
2022,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,Terciária,2.25
2022,Região Centro-Oeste,GO,Cidade Ocidental,Assistente Social,Terciária,0.5
2022,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Terciária,13.7
2020,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Secundária,1.3
2020,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Saúde Bucal,Secundária,13.2
2024,Região Centro-Oeste,GO,Cidade Ocidental,Terapeuta Ocupacional,Primária,0.75
2024,Região Centro-Oeste,GO,Cristalina,Biomédico,Terciária,0.5
2024,Região Centro-Oeste,GO,Luziânia,Assistente Social,OUTROS/MÚLTIPLOS,4.5
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Farmácia,OUTROS/MÚLTIPLOS,1.1
2012,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Saúde Bucal,Secundária,3.0
2012,Região Centro-Oeste,GO,Novo Gama,Biólogo,Primária,0.5
2018,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Secundária,10.35
2018,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,Primária,3.0
2018,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Secundária,15.0
2018,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,Primária,20.0
2009,Região Centro-Oeste,GO,Cidade Ocidental,Biólogo,Terciária,1.25
2017,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Terciária,2.95
2025,Região Centro-Oeste,GO,Cidade Ocidental,Agente Comunitário de Saúde,Primária,72.0
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Secundária,29.0
2014,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,Secundária,0.5
2021,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Terciária,0.25
2021,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,Secundária,19.0
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Terciária,1.6
2021,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Terciária,22.05
2026,Região Centro-Oeste,GO,Novo Gama,Fonoaudiólogo,Secundária,1.25
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,Secundária,126.65
2011,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,Primária,5.0
2011,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico em Radiologia e Imagenologia,Secundária,0.45
2011,Região Centro-Oeste,GO,Luziânia,Nutricionista,Primária,2.5
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biomédico,Secundária,16.7
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Profissional de Educação Física,Primária,4.5
2023,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Prótese Dentária,Secundária,0.5
2023,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,Secundária,6.5
2010,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,Primária,20.0
2013,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Saúde Bucal,Secundária,1.0
2008,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Terciária,2.3
2008,Região Centro-Oeste,GO,Valparaíso de Goiás,Fisioterapeuta,Secundária,0.0
2015,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Secundária,10.8
2015,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Radiologia e Imagenologia,Secundária,6.25
2022,Região Centro-Oeste,GO,Novo Gama,Biomédico,Secundária,1.8
2022,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Saúde Bucal,Primária,10.5
2022,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Fonoaudiólogo,Primária,1.0
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Secundária,12.6
2020,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,Primária,1.25
2020,Região Centro-Oeste,GO,Cristalina,Biomédico,OUTROS/MÚLTIPLOS,4.4
2020,Região Centro-Oeste,GO,Luziânia,Médico,Terciária,25.1
2020,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,6.6
2024,Região Centro-Oeste,GO,Cidade Ocidental,Fonoaudiólogo,Primária,1.5
2012,Região Centro-Oeste,GO,Águas Lindas de Goiás,Agente Comunitário de Saúde,Primária,67.0
2012,Região Centro-Oeste,GO,Valparaíso de Goiás,Biomédico,Secundária,0.35
2018,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Secundária,11.375
2018,Região Centro-Oeste,GO,Luziânia,Biomédico,Terciária,0.75
2018,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Terciária,4.75
2017,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Secundária,1.5
2017,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Saúde Bucal,Secundária,7.0
2017,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Primária,23.0
2025,Região Centro-Oeste,GO,Luziânia,Farmacêutico,OUTROS/MÚLTIPLOS,214.45
2021,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,Primária,6.0
2021,Região Centro-Oeste,GO,Cristalina,Farmacêutico,Secundária,3.6
2021,Região Centro-Oeste,GO,Luziânia,Nutricionista,Secundária,6.5
2021,Região Centro-Oeste,GO,Luziânia,Biólogo,Secundária,0.25
2019,Região Centro-Oeste,GO,Novo Gama,Assistente Social,Primária,0.5
2026,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Secundária,21.0
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico Veterinário,OUTROS/MÚLTIPLOS,4.0
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biomédico,Primária,2.0
2023,Região Centro-Oeste,GO,Novo Gama,Nutricionista,Secundária,2.35
2016,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,Terciária,33.6
2008,Região Centro-Oeste,GO,Cristalina,Técnico em Radiologia e Imagenologia,Terciária,0.6
2015,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,OUTROS/MÚLTIPLOS,1.0
2015,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Biomédico,Primária,0.5
2015,Região Centro-Oeste,GO,Valparaíso de Goiás,Fisioterapeuta,Secundária,8.65
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Biólogo,Secundária,2.5
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Assistente Social,Primária,1.75
2020,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Secundária,3.15
2024,Região Centro-Oeste,GO,Novo Gama,Biomédico,OUTROS/MÚLTIPLOS,1.0
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Radiologia e Imagenologia,Terciária,14.0
2012,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Secundária,5.5
2012,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Saúde Bucal,Secundária,1.0
2012,Região Centro-Oeste,GO,Valparaíso de Goiás,Biomédico,Primária,1.5
2018,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Saúde Bucal,Primária,1.0
2018,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Terciária,19.25
2018,Região Centro-Oeste,GO,Luziânia,Profissional de Educação Física,Primária,1.0
2009,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Primária,13.5
2009,Região Centro-Oeste,GO,Águas Lindas de Goiás,Farmacêutico,Secundária,2.0
2017,Região Centro-Oeste,GO,Luziânia,Médico Veterinário,OUTROS/MÚLTIPLOS,1.5
2025,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Primária,8.95
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Assistente Social,Terciária,2.25
2014,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Fisioterapeuta,Primária,2.0
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico em Radiologia e Imagenologia,Terciária,7.6
2019,Região Centro-Oeste,GO,Cristalina,Biomédico,Secundária,1.0
2019,Região Centro-Oeste,GO,Novo Gama,Médico Veterinário,OUTROS/MÚLTIPLOS,0.75
2019,Região Centro-Oeste,GO,Valparaíso de Goiás,Biomédico,OUTROS/MÚLTIPLOS,1.0
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Agente Comunitário de Saúde,Secundária,1.0
2026,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,Secundária,33.45
2011,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Secundária,3.4
2023,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Terciária,8.25
2023,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Cirurgião Dentista,Secundária,8.45
2023,Região Centro-Oeste,GO,Valparaíso de Goiás,Nutricionista,OUTROS/MÚLTIPLOS,1.0
